group_key,count,total_power_kw,avg_power_kw,min_power_kw,max_power_kw,min_ref_file,min_ref_index,max_ref_file,max_ref_index
Solingen,7574,69315.309,9.151744,0.08,1064.0,EinheitenSolar_52.json,49338,EinheitenStromSpeicher_2.json,66290
Weiden i.d. OPf.,3458,67415.361,19.495477,0.001,5999.605,EinheitenSolar_47.json,17400,EinheitenSolar_21.json,71995
Leverkusen,8041,66753.16,8.301599,0.001,993.51,EinheitenSolar_51.json,1422,EinheitenSolar_27.json,95737
Gera,3720,65878.307,17.709222,0.001,3752.205,EinheitenSolar_40.json,66247,EinheitenSolar_2.json,5648
Memmingen,4251,63214.725,14.870554,0.001,1217.7,EinheitenSolar_45.json,91482,EinheitenSolar_48.json,73836
Sonneberg,3697,62178.227,16.818563,0.001,6911.0,EinheitenSolar_50.json,76512,EinheitenSolar_21.json,51293
Ludwigshafen am Rhein,6641,58125.933,8.752587,0.001,2298.24,EinheitenSolar_50.json,47779,EinheitenSolar_13.json,91298
Landau in der Pfalz,4244,57464.37,13.540144,0.004,3000.0,EinheitenSolar_33.json,81716,EinheitenGeothermieGrubengasDruckentspannung.json,102
Neustadt an der Weinstraße,5164,57217.675,11.080107,0.001,2009.0,EinheitenSolar_43.json,86989,EinheitenSolar_4.json,47419
Darmstadt,7016,54585.797,7.780188,0.001,1194.0,EinheitenSolar_42.json,66291,EinheitenSolar_40.json,8671
Baden-Baden,4021,53880.657,13.399815,0.15,1289.04,EinheitenSolar_45.json,91777,EinheitenSolar_19.json,5202
Delmenhorst,4647,53780.83,11.573236,0.001,4200.0,EinheitenSolar_42.json,27527,EinheitenWind.json,17079
Kiel,6541,53356.847,8.157292,0.001,746.7,EinheitenSolar_23.json,31937,EinheitenSolar_5.json,63028
Neumünster,4278,46361.322,10.837149,0.001,2266.34,EinheitenSolar_37.json,44686,EinheitenSolar_50.json,26597
Kaufbeuren,3125,45715.53,14.62897,0.001,2679.0,EinheitenSolar_48.json,5986,EinheitenBiomasse.json,7909
Speyer,3214,45103.15,14.033339,0.001,5796.99,EinheitenSolar_46.json,5061,EinheitenSolar_51.json,9041
Remscheid,4540,44610.821,9.826172,0.06,1500.0,EinheitenSolar_47.json,94413,EinheitenWind.json,25844
Jena,4371,42986.325,9.834437,0.001,2006.4,EinheitenSolar_40.json,67626,EinheitenSolar_14.json,54740
Pirmasens,2247,42281.049,18.816666,0.25,4708.1,EinheitenSolar_14.json,85534,EinheitenSolar_27.json,24188
Herne,4054,37665.126,9.290855,0.002,1999.47,EinheitenSolar_44.json,20303,EinheitenSolar_39.json,51083
Zweibrücken,3011,37012.943,12.292575,0.001,1500.0,EinheitenSolar_44.json,97016,EinheitenBiomasse.json,9029
Frankenthal (Pfalz),2885,35529.895,12.315388,0.001,4010.6,EinheitenSolar_52.json,64329,EinheitenSolar_8.json,18530
Schwabach,3498,35048.493,10.019581,0.001,988.92,EinheitenSolar_42.json,55435,EinheitenSolar_29.json,69998
Weimar,2887,32833.597,11.372912,0.001,2274.565,EinheitenSolar_53.json,17912,EinheitenSolar_2.json,22307
Suhl,1962,29219.167,14.892542,0.005,8640.0,EinheitenSolar_50.json,92362,EinheitenStromSpeicher_19.json,51839
Offenbach am Main,2243,27813.148,12.399977,0.001,3011.995,EinheitenSolar_44.json,4626,EinheitenSolar_19.json,61534
Null,414,2929.005,7.074891,0.3,457.88,EinheitenSolar_33.json,49997,EinheitenSolar_14.json,9574
Osterode am Harz,4,27.935,6.98375,2.1,15.135,EinheitenSolar_2.json,31314,EinheitenSolar_2.json,86499
unna,1,0.6,0.6,0.6,0.6,EinheitenSolar_32.json,48117,EinheitenSolar_32.json,48117
